,Reviews,Game Title
3338,"I simply cannot think of anything that would make the  game experience better. Its hard but not unfair, runs like a dream and plays like a lump of Teflon draped in silk. You need to play this game, and the retro graphics, while they may not be to everyone’s taste, really suit it, ensuring that it is just a pleasure to play.",Dead Cells
3339,"A fresh coat of paint spruces up an already timeless classic that still feels like a breath of fresh air today. [March 2018, p.70]",Shadow of the Colossus
3340,"XBox One owners have no excuse to miss out on this game. It is one of the best examples of video games as a medium of entertainment and needs to be played by every person possible. I cannot stress enough how important this game is, or how good it is.",NieR: Automata - Become as Gods Edition
3341,"Make no mistake, Monster Hunter World is one of the best games on the Xbox One and, with the promise of free updates, will remain one of the most played games of 2018.",Monster Hunter: World
3342,"Astro Bot Rescue Mission is not only the best PSVR title to date, but also arguably the best platformer of this generation so far.",Astro Bot: Rescue Mission
3343,"Turn-based strategy game with exceptionally original game mechanics, well-designed maps, and great core gameplay that guarantees a long entertainment. [Issue#284]",Into the Breach
3344,"It all adds up to one of the must-have games on the Switch, alongside Super Mario Odyssey, The Legend of Zelda: Breath of the Wild, and Skyrim. Still need a reason to buy a Switch? You’re all out of them.",Bayonetta + Bayonetta 2
3345," and PS VR go
together like ham and eggs.
It’s the perfect pairing of tech
and game design. Don’t have
a headset? You can still join in
but you’re missing out on the
definitive way to play. [Issue#157, p.92]",Tetris Effect
3346,Lesson of purpose and purity of game design. All the technical and game principles are subject to great narrative and an experience you will not forget. [Issue#291],Return of the Obra Dinn
3347," is a devilishly good game. It will frustrate you, yes, but that’s the point. The game wants you to claw at victory and feel as though you’ve actually accomplished something when you obtain it.",DUSK
3348," is a truly wonderful interactive story and a solid tactical role-playing game. While this entry can stand on its own in the trilogy, The Banner Saga should be experienced as one cohesive work across the three games. It’s a fitting end to a harrowing journey. It’s not often that games are developed as such a complete package, from the art and gameplay to the narrative and score – everything comes together in harmony as an incredibly unique experience.",The Banner Saga 3
3349,"NetherRealm Studios are making a great job by keeping Injustice 2 alive and maintained. The addition of new characters and the multiverse are doing its job for keeping me playing the game for hours, all by myself. In addition, it makes a great party game and bust-a-friend game for a pizza night. I think they should get rid of the gear system, but considering that you can disable gear effect by playing competitive mode, it can be eschewed.",Injustice 2: Legendary Edition
